window_index,timestamp,close,signal,strategy_return,equity
1,2024-01-10 09:00:00,103.1978,1.0,0.00032472473520406275,0.9890218154879136
1,2024-01-10 10:00:00,103.8341,1.0,0.006165829116512311,0.9951199549947148
1,2024-01-10 11:00:00,103.1605,1.0,-0.006487271522553795,0.9886643416491526
1,2024-01-10 12:00:00,103.0033,1.0,-0.0015238390663093737,0.9871577763018806
1,2024-01-10 13:00:00,103.8615,1.0,0.008331771894686923,0.9953825497180943
1,2024-01-10 14:00:00,103.9904,1.0,0.0012410758558270008,0.9966178949678609
1,2024-01-10 15:00:00,103.339,1.0,-0.006264039757515993,0.9903750408507304
1,2024-01-10 16:00:00,104.2562,1.0,0.008875642303486586,0.9991652554596223
1,2024-01-10 17:00:00,104.5578,1.0,0.002892873517354344,1.002055714166602
1,2024-01-10 18:00:00,104.871,1.0,0.0029954723607421574,1.0050573443623119
1,2024-01-10 19:00:00,105.9192,1.0,0.009995136882455569,1.0151030300939305
1,2024-01-10 20:00:00,107.2038,1.0,0.012128112750096287,1.027414314095874
1,2024-01-10 21:00:00,106.8479,1.0,-0.003319845005494204,1.0240034578166495
1,2024-01-10 22:00:00,106.4384,1.0,-0.0038325507567298356,1.0200789125895002
1,2024-01-10 23:00:00,106.6121,1.0,0.001631929829835732,1.0217436097957415
2,2024-01-11 00:00:00,106.6487,0.0,0.0,1.0
2,2024-01-11 01:00:00,104.9768,0.0,-0.0,1.0
2,2024-01-11 02:00:00,106.2147,0.0,0.0,1.0
2,2024-01-11 03:00:00,106.3193,0.0,0.0,1.0
2,2024-01-11 04:00:00,107.0297,0.0,0.0,1.0
2,2024-01-11 05:00:00,105.9286,0.0,-0.0,1.0
2,2024-01-11 06:00:00,107.1898,0.0,0.0,1.0
2,2024-01-11 07:00:00,106.5269,0.0,-0.0,1.0
2,2024-01-11 08:00:00,106.6589,0.0,0.0,1.0
2,2024-01-11 09:00:00,105.4517,0.0,-0.0,1.0
2,2024-01-11 10:00:00,105.2441,0.0,-0.0,1.0
2,2024-01-11 11:00:00,105.0488,0.0,-0.0,1.0
2,2024-01-11 12:00:00,105.0035,0.0,-0.0,1.0
2,2024-01-11 13:00:00,105.3327,0.0,0.0,1.0
2,2024-01-11 14:00:00,105.5924,0.0,0.0,1.0
2,2024-01-11 15:00:00,106.516,0.0,0.0,1.0
2,2024-01-11 16:00:00,106.0203,0.0,-0.0,1.0
2,2024-01-11 17:00:00,105.2735,0.0,-0.0,1.0
2,2024-01-11 18:00:00,105.4084,0.0,0.0,1.0
2,2024-01-11 19:00:00,106.0234,0.0,0.0,1.0
2,2024-01-11 20:00:00,107.1883,0.0,0.0,1.0
2,2024-01-11 21:00:00,107.8548,0.0,0.0,1.0
2,2024-01-11 22:00:00,106.2971,0.0,-0.0,1.0
2,2024-01-11 23:00:00,106.6812,0.0,0.0,1.0
2,2024-01-12 00:00:00,108.1439,0.0,0.0,1.0
2,2024-01-12 01:00:00,108.4261,0.0,0.0,1.0
2,2024-01-12 02:00:00,107.917,0.0,-0.0,1.0
2,2024-01-12 03:00:00,108.2633,0.0,0.0,1.0
2,2024-01-12 04:00:00,107.8368,0.0,-0.0,1.0
2,2024-01-12 05:00:00,108.1657,0.0,0.0,1.0
2,2024-01-12 06:00:00,108.3453,0.0,0.0,1.0
2,2024-01-12 07:00:00,109.6258,0.0,0.0,1.0
2,2024-01-12 08:00:00,110.2935,0.0,0.0,1.0
2,2024-01-12 09:00:00,109.7359,0.0,-0.0,1.0
2,2024-01-12 10:00:00,110.0949,0.0,0.0,1.0
2,2024-01-12 11:00:00,111.0575,0.0,0.0,1.0
2,2024-01-12 12:00:00,110.6478,0.0,-0.0,1.0
2,2024-01-12 13:00:00,110.21,0.0,-0.0,1.0
2,2024-01-12 14:00:00,108.1713,0.0,-0.0,1.0
2,2024-01-12 15:00:00,109.0295,0.0,0.0,1.0
2,2024-01-12 16:00:00,108.7067,1.0,-0.0029606666085784106,0.9970393333914216
2,2024-01-12 17:00:00,106.6672,1.0,-0.01876149308184316,0.978333386835673
2,2024-01-12 18:00:00,105.3298,1.0,-0.012538062309688347,0.9660669818718789
2,2024-01-12 19:00:00,105.0743,1.0,-0.0024257142802892595,0.9637235793982364
2,2024-01-12 20:00:00,105.8754,1.0,0.0076241288307417054,0.9710711321247921
2,2024-01-12 21:00:00,105.9245,1.0,0.0004637526753146215,0.9715214689602358
2,2024-01-12 22:00:00,106.1777,1.0,0.0023903818285666567,0.9738437762257007
2,2024-01-12 23:00:00,105.2216,0.0,-0.0,0.9738437762257007
2,2024-01-13 00:00:00,104.1887,0.0,-0.0,0.9738437762257007
2,2024-01-13 01:00:00,104.89,0.0,0.0,0.9738437762257007
2,2024-01-13 02:00:00,105.4131,0.0,0.0,0.9738437762257007
2,2024-01-13 03:00:00,105.4973,0.0,0.0,0.9738437762257007
2,2024-01-13 04:00:00,106.7282,0.0,0.0,0.9738437762257007
2,2024-01-13 05:00:00,105.7821,0.0,-0.0,0.9738437762257007
2,2024-01-13 06:00:00,105.54,0.0,-0.0,0.9738437762257007
2,2024-01-13 07:00:00,106.6102,0.0,0.0,0.9738437762257007
2,2024-01-13 08:00:00,108.3903,0.0,0.0,0.9738437762257007
2,2024-01-13 09:00:00,108.1176,0.0,-0.0,0.9738437762257007
2,2024-01-13 10:00:00,110.0055,0.0,0.0,0.9738437762257007
2,2024-01-13 11:00:00,109.4709,0.0,-0.0,0.9738437762257007
3,2024-01-13 12:00:00,109.6214,0.0,0.0,1.0
3,2024-01-13 13:00:00,109.4765,0.0,-0.0,1.0
3,2024-01-13 14:00:00,108.2854,0.0,-0.0,1.0
3,2024-01-13 15:00:00,108.4841,0.0,0.0,1.0
3,2024-01-13 16:00:00,109.429,0.0,0.0,1.0
3,2024-01-13 17:00:00,109.4178,0.0,-0.0,1.0
3,2024-01-13 18:00:00,109.2815,0.0,-0.0,1.0
3,2024-01-13 19:00:00,110.6384,0.0,0.0,1.0
3,2024-01-13 20:00:00,109.5948,0.0,-0.0,1.0
3,2024-01-13 21:00:00,108.3382,0.0,-0.0,1.0
3,2024-01-13 22:00:00,107.8865,0.0,-0.0,1.0
3,2024-01-13 23:00:00,106.8535,0.0,-0.0,1.0
3,2024-01-14 00:00:00,107.9697,0.0,0.0,1.0
3,2024-01-14 01:00:00,108.2509,0.0,0.0,1.0
3,2024-01-14 02:00:00,107.7831,0.0,-0.0,1.0
3,2024-01-14 03:00:00,107.1075,0.0,-0.0,1.0
3,2024-01-14 04:00:00,109.7112,0.0,0.0,1.0
3,2024-01-14 05:00:00,109.06,0.0,-0.0,1.0
3,2024-01-14 06:00:00,108.6113,0.0,-0.0,1.0
3,2024-01-14 07:00:00,108.7804,0.0,0.0,1.0
3,2024-01-14 08:00:00,109.4365,0.0,0.0,1.0
3,2024-01-14 09:00:00,109.5988,0.0,0.0,1.0
3,2024-01-14 10:00:00,108.9122,0.0,-0.0,1.0
3,2024-01-14 11:00:00,107.9768,0.0,-0.0,1.0
3,2024-01-14 12:00:00,108.4078,0.0,0.0,1.0
3,2024-01-14 13:00:00,108.4693,0.0,0.0,1.0
3,2024-01-14 14:00:00,107.1233,0.0,-0.0,1.0
3,2024-01-14 15:00:00,108.1093,0.0,0.0,1.0
3,2024-01-14 16:00:00,108.8582,0.0,0.0,1.0
3,2024-01-14 17:00:00,108.7331,0.0,-0.0,1.0
3,2024-01-14 18:00:00,108.4916,0.0,-0.0,1.0
3,2024-01-14 19:00:00,108.9511,0.0,0.0,1.0
3,2024-01-14 20:00:00,108.2228,0.0,-0.0,1.0
3,2024-01-14 21:00:00,107.2348,0.0,-0.0,1.0
3,2024-01-14 22:00:00,107.5905,0.0,0.0,1.0
3,2024-01-14 23:00:00,106.134,0.0,-0.0,1.0
3,2024-01-15 00:00:00,106.659,0.0,0.0,1.0
3,2024-01-15 01:00:00,105.3602,0.0,-0.0,1.0
3,2024-01-15 02:00:00,105.2553,0.0,-0.0,1.0
3,2024-01-15 03:00:00,105.2631,0.0,0.0,1.0
3,2024-01-15 04:00:00,106.9268,0.0,0.0,1.0
3,2024-01-15 05:00:00,106.1137,0.0,-0.0,1.0
3,2024-01-15 06:00:00,104.9216,0.0,-0.0,1.0
3,2024-01-15 07:00:00,104.1783,0.0,-0.0,1.0
3,2024-01-15 08:00:00,103.2861,0.0,-0.0,1.0
3,2024-01-15 09:00:00,102.8986,0.0,-0.0,1.0
3,2024-01-15 10:00:00,103.3918,0.0,0.0,1.0
3,2024-01-15 11:00:00,103.7758,0.0,0.0,1.0
3,2024-01-15 12:00:00,105.6903,0.0,0.0,1.0
3,2024-01-15 13:00:00,104.9331,0.0,-0.0,1.0
3,2024-01-15 14:00:00,107.5273,0.0,0.0,1.0
3,2024-01-15 15:00:00,109.1662,0.0,0.0,1.0
3,2024-01-15 16:00:00,108.9924,0.0,-0.0,1.0
3,2024-01-15 17:00:00,107.0675,0.0,-0.0,1.0
3,2024-01-15 18:00:00,107.1549,0.0,0.0,1.0
3,2024-01-15 19:00:00,107.1565,0.0,0.0,1.0
3,2024-01-15 20:00:00,104.899,0.0,-0.0,1.0
3,2024-01-15 21:00:00,105.3189,0.0,0.0,1.0
3,2024-01-15 22:00:00,104.9599,0.0,-0.0,1.0
3,2024-01-15 23:00:00,104.3657,0.0,-0.0,1.0
